county,TotalCasesPer100K,TotalDeathsPer100K,NewPoverty
"Lewis, Washington",385318.10766721045,5062.358574961848,16.055484660316793
"Lewis, West Virginia",384851.26137682487,5882.352941176471,19.786170667644004
"Lewis and Clark, Montana",764976.6178910845,6281.49042087796,11.52450445014331
"Lexington, South Carolina",960010.6432043139,17973.179125128605,12.823252208464895
"Lexington city, Virginia",1046984.3947701392,12666.947841979474,21.4
"Liberty, Florida",1795842.8177788428,27614.711872529053,18.59827482927998
"Liberty, Georgia",540600.4507405023,8747.585318737927,16.449517063747585
"Liberty, Montana",512516.70378619153,4766.146993318485,13.9
"Liberty, Texas",826209.2534174554,19061.389014070402,15.643089980471686
"Licking, Ohio",750610.5063335638,11267.415835667163,11.732824382755831
"Limestone, Alabama",1011078.0304269589,10336.44146354763,14.82672555755494
"Limestone, Texas",842844.9744463373,18543.441226575807,21.002678875638843
"Lincoln, Arkansas",4125696.795102629,37119.19337414476,20.55508822470292
"Lincoln, Colorado",1263695.652173913,3623.1884057971015,13.896739130434783
"Lincoln, Georgia",949536.5602471678,27291.452111225542,23.01208805355304
"Lincoln, Idaho",1096978.8519637461,18372.356495468277,11.5
"Lincoln, Kansas",629541.8135213072,8010.253123998718,8.4
"Lincoln, Kentucky",665989.4318600745,15409.822635481096,23.81318559783722
"Lincoln, Maine",114658.59322183357,831.8391581670145,11.75365215602128
"Lincoln, Minnesota",994077.5681341719,2428.3717679944093,11.364640111809925
"Lincoln, Mississippi",1194218.6323895548,46609.924150309766,23.753659313299757
"Lincoln, Missouri",786481.7518248175,4228.1021897810215,13.23091605839416
"Lincoln, Montana",662117.512598057,7189.983895267287,16.38333419917918
"Lincoln, Nebraska",981660.9969355337,10213.950350023897,12.610084624251456
"Lincoln, Nevada",561022.4870267153,2075.725542955987,12.253276955602535
"Lincoln, New Mexico",690629.3275888598,7508.847515002308,15.48542339847156
"Lincoln, North Carolina",942903.4582132566,5921.444897147968,15.269314568220212
"Lincoln, Oklahoma",765421.9051180988,13720.187577318104,14.311084898875112
"Lincoln, Oregon",325488.82829179615,6588.876910393811,18.376280465893
"Lincoln, South Dakota",1597928.3873031402,13411.85767776168,3.0487948520142245
"Lincoln, Tennessee",1103306.2039769848,11179.679813970128,16.949932921921114
"Lincoln, Washington",287616.00928074244,5065.7385924207265,13.6254060324826
"Lincoln, West Virginia",459714.70269761316,4434.8194529447765,24.92525304834989
"Lincoln, Wisconsin",1052100.450096449,21272.415517610916,9.255172536972209
"Lincoln, Wyoming",610771.1138310893,5726.145495183865,9.28694055664946
"Linn, Iowa",1002902.1671939204,19512.4722737355,9.638827678993492
"Linn, Kansas",651156.0091647573,4821.912101645491,17.395313476359092
"Linn, Missouri",435826.25734813843,11471.260613977793,16.51662312214239
"Linn, Oregon",268130.2344021012,4913.5239605530505,16.063928671721424
"Lipscomb, Texas",746981.4020028611,20801.144492131614,10.533791130185982
"Litchfield, Connecticut",587959.057542802,26770.36008977848,6.8197024732453615
"Little River, Arkansas",980486.6335841204,49175.60429005923,18.770521850488237
"Live Oak, Texas",973652.7443328075,17653.408619114838,16.107398488748654
"Livingston, Illinois",974331.7396501141,17477.996305552537,13.347470933391286
"Livingston, Kentucky",635572.78208441,10992.678725236865,16.24622093023256
"Livingston, Michigan",532465.5248039541,7638.034512640014,5.924542916136211
"Livingston, Missouri",932758.7354409319,17124.792013311147,18.07954742096506
"Livingston, New York",357527.2241467696,6035.138955773383,14.130852997374676
"Llano, Texas",434359.9900965586,10349.096310968062,12.591131468185193
"Logan, Arkansas",904765.6178332263,6127.8781763141,20.3660168791854
"Logan, Colorado",2078163.1254283758,27777.016221156046,16.749545350696824
"Logan, Illinois",1027631.5789473685,15504.612045577864,8.972222599023333
"Logan, Kansas",1096093.1899641578,0.0,8.9
"Logan, Kentucky",932614.4448169256,29105.67288710098,17.41127500279361
"Logan, Nebraska",730576.7138193689,0.0,9.7
"Logan, North Dakota",1333799.17184265,39285.71428571428,7.5
"Logan, Ohio",615879.3548529444,6780.221962359067,13.656079694636276
"Logan, Oklahoma",702696.0243568813,3243.1716895380137,13.339041609672153
"Logan, West Virginia",684486.464505635,27480.539096084583,22.455417102358545
"Long, Georgia",444441.95553564426,5936.047488379907,19.99744077952624
"Lonoke, Arkansas",795954.8960429243,13174.882629107982,12.338982506148
"Lorain, Ohio",581368.3469491331,10889.802066108938,13.563469491331183
"Los Alamos, New Mexico",189673.34035827187,532.4163939881315,5.1500693250513
"Los Angeles, California",1122602.0565378703,20998.113741897905,16.99827119724845
"Loudon, Tennessee",1065535.82627783,9119.238005644402,13.68604186265287
"Loudoun, Virginia",666505.5879196279,9563.27190982438,3.689597605711265
"Louisa, Iowa",1656486.9193806727,45621.99679658302,11.021187043958
"Louisa, Virginia",406560.7675293712,4633.32663085629,11.77045931117686
"Loup, Nebraska",715456.2383612663,0.0,8.9
"Love, Oklahoma",1193233.7701920145,5577.567814690643,12.256131260794474
"Loving, Texas",129729.72972972973,0.0,17.1
"Lowndes, Alabama",1933159.6216946535,74068.71260374445,30.22071028758927
"Lowndes, Georgia",1214662.8518268226,20298.224519707568,24.90733800826744
"Lowndes, Mississippi",1030775.0428154068,27235.635850767318,21.39796836697001
"Lubbock, Texas",1835429.570329014,24837.103495480504,18.938953234778992
"Lucas, Iowa",808395.3488372094,19662.79069767442,9.932825581395347
"Lucas, Ohio",811759.6976493064,27046.127862225545,20.138803748927096
"Luce, Michigan",1793521.6984077427,1077.115204495785,19.820949110209177
"Lumpkin, Georgia",933031.3301865873,14271.232616339848,20.07127696645231
"Luna, New Mexico",1241897.281960607,21834.779390599942,31.88403717258111
"Lunenburg, Virginia",408893.20074379497,5036.785512167516,18.84893685827472
"Luzerne, Pennsylvania",763165.3374059618,25655.045848495705,15.18071974910597
"Lycoming, Pennsylvania",559255.7929946793,14644.96785039602,14.633884469401549
"Lyman, South Dakota",1879546.6254507985,33874.29160226687,21.91174652241113
"Lynchburg city, Virginia",758331.3351085982,8733.293789517524,24.505512576195464
"Lynn, Texas",1097994.8141745895,35280.89887640449,18.0114261019879
"Lyon, Iowa",1364069.8169433803,24776.500638569603,4.902120051085568
"Lyon, Kansas",1442054.531259384,27986.30712870098,18.88604588313014
"Lyon, Kentucky",497496.3715529753,18577.64876632801,14.30943396226415
"Lyon, Minnesota",1400806.5454263445,13086.975066888983,14.22319205862965
"Lyon, Nevada",486928.0920788483,9150.526738428007,13.776987935682468
"Mackinac, Michigan",422194.5367294205,1799.5570321151718,15.362458471760798
"Macomb, Michigan",830199.5673706249,40976.41371312436,11.84600269207043
"Macon, Alabama",849984.5025312533,28608.32730653993,28.25504184316561
"Macon, Georgia",640248.6288848263,25601.462522851918,28.80725411334552
"Macon, Illinois",927718.9623281623,20756.225194493756,17.009216726927974
"Macon, Missouri",704530.3218225733,5098.24401070566,17.069880540505256
"Macon, North Carolina",700772.8337236533,4514.051522248244,17.667710772833722
"Macon, Tennessee",1695761.4355178794,30100.26248978011,18.749188863548344
"Macoupin, Illinois",835311.1401218451,16614.44734551784,13.253640121845084
"Madera, California",993586.5060865061,12872.312872312872,22.18035224035224
"Madison, Alabama",888970.9608649738,8439.383601396325,14.00570392369477
"Madison, Arkansas",932646.0049035017,10429.370717294274,17.826522914440183
"Madison, Florida",1475607.5170104762,29393.02300464413,32.65902905281347
"Madison, Georgia",966314.6853146853,13597.902097902099,17.63697202797203
"Madison, Idaho",1655090.0865563138,4437.6454590622625,32.184147904082
"Madison, Illinois",1022024.5497890312,21485.386225216324,13.600715753720603
"Madison, Indiana",863509.2293333127,28857.383080969754,17.067536504655163
"Madison, Iowa",823117.0483460559,8199.745547073791,7.340267175572519
"Madison, Kentucky",861197.610210917,5226.5320901602245,21.71402190639993
"Madison, Mississippi",1118176.9263882912,25282.745665870938,12.048236997612804
"Madison, Missouri",1165311.6309504337,9896.940945525928,18.765900539833144
"Madison, Montana",849278.6636294608,7858.76993166287,10.62981523664895
"Madison, Nebraska",1432351.263476128,13173.806400091267,15.989490046203867
"Madison, New York",439828.59531772573,9077.480490523969,11.129747770345595
"Madison, North Carolina",471354.28865882795,10469.855248981123,17.77612310863353
"Madison, Ohio",878992.4997713345,10630.659471325345,9.089417360285376
"Madison, Tennessee",1098022.2092821314,22213.368475895677,20.777515911203736
"Madison, Texas",1442721.2246941843,16317.333142571,15.42405036125617
"Madison, Virginia",363564.2355813244,6194.690265486725,9.796475434848947
"Magoffin, Kentucky",613314.5583978721,797.9347570992725,28.57973089259172
"Mahaska, Iowa",990740.3255459396,29518.855656697007,14.506434689027396
"Mahnomen, Minnesota",801509.0909090909,15109.09090909091,22.70436363636364
"Mahoning, Ohio",811531.2455522155,35175.992098578005,18.07010441780925
"Major, Oklahoma",1057425.614489004,8538.163001293662,13.121526520051743
"Malheur, Oregon",1491187.0089740641,25541.566680911215,24.298224910423723
"Manassas Park city, Virginia",1153043.3703542843,12824.967425699571,10.286808959483777
"Manassas city, Virginia",1456187.9214094107,16199.038159452863,8.818639889799174
"Manatee, Florida",1026591.7005462918,23132.677929922815,13.449221272920322
"Manistee, Michigan",359712.67190569744,6986.738703339882,14.71947855271775
"Manitowoc, Wisconsin",1064708.8353413655,8227.911646586346,10.240161897590362
"Marathon, Wisconsin",1130317.9026261522,14986.732499094558,10.389601827145528
"Marengo, Alabama",1408929.7472521907,29610.494858937345,25.54948082864813
"Maricopa, Arizona",1267894.5089894093,23323.589622526863,15.806802958295522
"Maries, Missouri",617591.2490233284,6261.859582542695,18.804118763254827
"Marin, California",707762.620104749,10854.09525562278,7.9664105454461795
"Marinette, Wisconsin",1216336.7066221263,13959.029278836708,13.23589605030458
"Marion, Alabama",1070413.866524719,31369.35258500233,17.578178854215185
"Marion, Arkansas",461927.44595089776,11518.260657139368,19.59361793086601
"Marion, Florida",851489.915003287,22271.058648313738,17.65487029420149
"Marion, Georgia",723019.3970553868,23895.770039728908,23.158775414816542
"Marion, Illinois",1067518.6007048688,25732.933037462473,17.887748335726407
"Marion, Indiana",1082309.2160976378,28980.68436663532,19.80147856726428
"Marion, Iowa",1036894.3761886074,14667.79364264799,9.188148640082108
"Marion, Kansas",693257.218499214,5865.806238107057,10.55076528501696
"Marion, Kentucky",951486.9407809672,12821.308507887252,18.3437186449444
"Marion, Mississippi",1128437.9172229639,41879.36856985785,26.16902536715621
"Marion, Missouri",1015277.1487300979,12695.53705187611,18.512890638609203
"Marion, Ohio",1909555.1517187667,26215.964448788232,15.291999450238992
"Marion, Oregon",597370.8817895434,10315.83916623544,16.12851630942978
"Marion, South Carolina",999543.5227451598,31676.37336691327,26.46787974185424
"Marion, Tennessee",872883.0894022217,13500.264503614882,18.05385293599012
"Marion, Texas",497682.4457593688,32268.244575936882,22.25209072978304
"Marion, West Virginia",436169.68625718076,3909.8541758727356,16.4483446752099
"Mariposa, California",200622.94710612754,3896.2509910522144,15.058540038509458
"Marlboro, South Carolina",1143468.460279949,15139.06562443192,26.277884021087072
"Marquette, Michigan",745148.5590885397,10387.96634149974,18.27582247375084
"Marquette, Wisconsin",1093761.5404906357,15299.393299920866,11.823905302031129
"Marshall, Alabama",1488433.3635922228,16774.683864974984,21.00756824083261
"Marshall, Illinois",579672.9559748428,9761.006289308176,10.314222222222222
"Marshall, Indiana",1236879.7056810404,22065.36618754278,11.602635181382617
"Marshall, Iowa",1679244.4905623086,25701.65036070758,11.233622393517146
"Marshall, Kansas",878902.5256111168,17516.989552692972,8.931615782533726
"Marshall, Kentucky",640908.3619334766,9523.045835070725,10.872858196747602
"Marshall, Minnesota",764595.0835372992,13983.186123230818,7.780589549856336
"Marshall, Mississippi",1195289.180400767,24254.467635696616,17.566799143992665
"Marshall, Oklahoma",888536.9160606435,5189.2025144829295,14.755873289781832
"Marshall, South Dakota",598276.9489388526,9434.75520067241,8.299999999999999
"Marshall, Tennessee",1152445.4382263094,12581.488363304255,13.506594652473783
"Marshall, West Virginia",726982.4407923514,15084.671624070486,15.1587889770668
"Martin, Florida",920218.4704499772,23963.035981479457,11.114148562474714
"Martin, Indiana",738447.9890400234,10196.692435659066,13.316165965358644
"Martin, Kentucky",633075.9753593429,9568.788501026695,30.25600821355236
"Martin, Minnesota",1026269.667396933,20444.134634534956,11.312527384983072
"Martin, North Carolina",841641.1934386705,17673.397339303396,19.218469884186508
"Martin, Texas",993347.7555435371,37029.02469803498,6.995637281413377
"Martinsville city, Virginia",1117282.7398913698,33705.49185274592,23.842373264936636
"Mason, Illinois",852790.5638665132,25855.868814729576,13.977359033371693
"Mason, Kentucky",608661.967728782,10217.27733442069,18.114970583095477
"Mason, Michigan",398458.3333333334,6694.444444444445,15.990385416666664
"Mason, Texas",868025.2304706454,10334.788937409025,12.65965550703542
"Mason, Washington",320797.8040897205,3438.418684727704,16.25433416167227
"Mason, West Virginia",451455.5555555555,8562.962962962962,19.43309629629629
"Massac, Illinois",682588.7350966152,16020.282307797726,18.52433876935727
"Matagorda, Texas",888071.5218811234,32696.494665795777,20.620210102329636
"Matanuska-Susitna Borough, Alaska",671437.1879171404,2026.0048450091463,9.899847728283977
"Mathews, Virginia",442106.45526613813,4009.0600226500565,10.640430351075878
"Maui, Hawaii",131728.7652199349,2308.432971345692,10.037586992821188
"Maury, Tennessee",1348938.4288747348,15154.213181745543,13.086273771202888
"Maverick, Texas",1913135.3204224738,56024.77771397748,24.486494057872665
"Mayes, Oklahoma",822619.658432896,10105.304307459259,19.26799824085612
"McClain, Oklahoma",1235538.9118911363,10176.95614335821,9.562583401461008
"McCone, Montana",954976.8518518518,115.74074074074073,7.7
"McCook, South Dakota",1454433.3635539438,40163.19129646419,9.229120580235724
"McCormick, South Carolina",792077.5737569631,19083.969465648854,20.43074066432845
"McCracken, Kentucky",781634.3723673125,7926.782568737075,17.231299685992187
"McCreary, Kentucky",728741.2666215912,5921.794004958305,40.873399819698
"McCulloch, Texas",698588.0908532842,16820.135052179252,16.34558624923266
"McCurtain, Oklahoma",1362199.4791982074,27793.253800036335,23.68661963301641
"McDonald, Missouri",1559622.9068694238,17123.01674504461,18.967186744605108
"McDonough, Illinois",790774.4406114505,23217.394056397763,27.044444092793626
"McDowell, North Carolina",971153.1207703743,15482.926179857552,19.31279149748164
"McDowell, West Virginia",531932.8157507485,3704.26751915563,34.489688943015175
"McDuffie, Georgia",1026140.1712583768,22123.97617274758,26.0859921816828
"McHenry, Illinois",837023.402576913,13729.576714939149,7.317686167190944
"McHenry, North Dakota",1041219.9630314233,42614.68660729289,7.842967568475887
"McIntosh, Georgia",602880.3072327714,12310.646468956687,20.30102410923832
"McIntosh, North Dakota",1442910.447761194,37985.07462686567,9.9
"McIntosh, Oklahoma",863273.6238301299,13263.560430713494,18.58924222602395
"McKean, Pennsylvania",424340.3850724982,7385.3101972902305,16.882208224387924
"McKenzie, North Dakota",1137040.8425378886,10386.163198904016,11.710369038445071
"McKinley, New Mexico",2291243.531139755,100949.91008799023,37.4925832887205
"McLean, Illinois",843788.3519693357,8907.1817399888,16.2517869203549
"McLean, Kentucky",765196.0260655913,23031.727379553467,19.245593419506463
"McLean, North Dakota",1481992.297283231,29447.278026439053,8.890329967731862
"McLennan, Texas",1145904.2812957838,16846.003581312063,19.065881084160832
"McLeod, Minnesota",941057.0694661604,10179.807907080634,8.387028143846326
"McMinn, Tennessee",1054994.3883277217,20776.50326237897,19.749924860659323
"McMullen, Texas",1263833.3333333333,39000.0,7.0
"McNairy, Tennessee",1121707.4580844094,22069.76296010792,21.66592792445558
"McPherson, Kansas",920154.9041400389,12802.167268685746,7.579848569046957
"McPherson, Nebraska",669675.925925926,9259.25925925926,16.0
"McPherson, South Dakota",951648.3516483516,9805.579036348267,17.0
"Meade, Kansas",1256763.6786961583,11967.403958090803,12.121792782305006
"Meade, Kentucky",527917.1938703782,3890.7633909742726,13.070371151412909
"Meade, South Dakota",1010588.9307618414,10267.494273257962,8.932775437818666
"Meagher, Montana",736850.0,43550.0,15.8
"Mecklenburg, North Carolina",1000126.5602490597,10395.246981020797,13.576755552117875
"Mecklenburg, Virginia",742507.8329403405,31205.78830065571,16.89443780483866
"Mecosta, Michigan",440594.24283828534,4325.976702716473,26.289354114077952
"Medina, Ohio",624937.3447794877,10638.346128984702,6.172257062178928
"Medina, Texas",855538.8481502843,21998.846502430584,12.61333937546346
"Meeker, Minnesota",865803.9385414412,12300.367885739017,8.32691192382601
"Meigs, Ohio",436859.77446845145,11164.672462770079,22.558483257295347
"Meigs, Tennessee",987176.6694843618,15680.473372781065,16.59773457311919
"Mellette, South Dakota",1259068.8651794374,9165.858389912706,42.6
"Menard, Illinois",706999.0335051547,5758.698453608247,11.44075386597938
"Menard, Texas",945030.6170513425,19359.397079604336,9.8
"Mendocino, California",404879.02442369453,5535.046915894259,19.079095283266856
"Menifee, Kentucky",468954.7092932142,6597.711957373452,20.044710860366717
"Menominee, Michigan",885287.9558766942,12292.10312540083,13.5028945230664
"Menominee, Wisconsin",1844096.759875721,20284.065690190855,35.87381269418553
"Merced, California",1093463.48030966,15287.407906054825,23.213428325666627
"Mercer, Illinois",770716.7278713436,17563.631758895783,11.32642775737622
"Mercer, Kentucky",798708.9531293854,5753.578445130508,16.720703526990363
"Mercer, Missouri",431534.47805941675,3461.4336331425457,17.613654946852
"Mercer, New Jersey",955564.3048837321,50524.69185401835,11.210612756520485
"Mercer, North Dakota",1376322.7972675697,10559.22195206669,7.282632858631469
"Mercer, Ohio",1281907.030425067,25562.949684453502,7.459376764973111
"Mercer, Pennsylvania",567738.9260977091,14306.962498789857,13.76554130765778
"Mercer, West Virginia",532096.5175598314,14403.818709709169,21.34200908747929
"Meriwether, Georgia",917454.6142208774,19076.210287443268,22.737145423600605
"Merrick, Nebraska",934410.5249712607,13028.483842125432,9.930974581683484
"Merrimack, New Hampshire",376944.8086619176,7221.643980048392,7.706264615634167
"Mesa, Colorado",675076.9499590048,8968.534523313485,16.29515853707711
"Metcalfe, Kentucky",764404.4044044043,12652.652652652652,23.1219019019019
"Miami, Indiana",914072.4295823505,10878.312751491605,16.311522131261274
"Miami, Kansas",666466.5211062591,4354.68219311014,7.8394256428918
"Miami, Ohio",896067.4859004045,16181.627770678606,9.891610380376823
"Miami-Dade, Florida",1898981.2410410412,30483.17880324221,19.174536650235588
"Middlesex, Connecticut",579535.6772896228,37682.651879836696,7.375131314362318
"Middlesex, Massachusetts",809548.6831722639,41940.11208845777,8.425378856081124
"Middlesex, New Jersey",1021600.9306236325,51348.99819416975,8.906222112343663
"Middlesex, Virginia",379645.1914098973,18309.99066293184,10.222147525676936
"Midland, Michigan",571434.560241469,7665.680508809543,11.33858711926122
"Midland, Texas",1010290.0245804745,17292.01978947105,8.72154700624832
"Mifflin, Pennsylvania",758787.565659175,22827.86532334453,13.500527426160335
"Milam, Texas",804951.1826463499,10073.940928959517,16.11228808366355
"Millard, Utah",916947.276895107,3398.9407951940557,11.613437672911234
"Mille Lacs, Minnesota",850399.8439633313,18993.563487419542,11.519574800078018
"Miller, Arkansas",889446.9835466179,8884.826325411335,21.39705667276051
"Miller, Georgia",1505608.4296397008,9262.406526172672,23.708582596872876
"Miller, Missouri",994837.054555658,16984.006092916985,16.626820860223674
"Mills, Iowa",1020216.9691287753,9937.72182414786,9.1968593048952
"Mills, Texas",749662.3695518724,24923.265807243708,14.930570902394107
"Milwaukee, Wisconsin",1379247.5532780115,19481.782087548843,20.706485564288
"Miner, South Dakota",1291529.9334811529,29312.638580931263,11.6
"Mineral, Colorado",868585.1318944844,8872.901678657074,12.0
"Mineral, Montana",376037.19599427754,166.90510252742013,20.11366237482117
"Mineral, Nevada",465511.0713486916,8387.385372399911,20.1845001118318
"Mineral, West Virginia",799263.338317348,21614.820757813355,14.925670106852412
"Mingo, West Virginia",749829.0258449304,12059.642147117296,28.908679920477137
"Minidoka, Idaho",1444361.3067292646,13937.793427230048,17.932003129890454
"Minnehaha, South Dakota",1921154.8513557662,21122.18229336818,11.079960252640747
"Missaukee, Michigan",392564.4106260846,8289.94793752503,15.82655853691096
"Mississippi, Arkansas",1434161.8045665456,32526.301281756787,25.57607617034961
"Mississippi, Missouri",1042375.6826674332,12417.361310721471,30.86025438344352
"Missoula, Montana",655792.2105207868,5796.149906767865,16.162119739825442
"Mitchell, Georgia",1192283.1576149552,63214.317356250554,27.525188269690798
"Mitchell, Iowa",1144377.7548532307,24073.900403263622,8.349939041545532
"Mitchell, Kansas",707239.165329053,0.0,14.930979133226325
"Mitchell, North Carolina",681009.5677994061,8155.72418343781,15.370280435499836
"Mitchell, Texas",668463.6425803511,19158.8785046729,7.95050148165033
"Mobile, Alabama",1059764.0033982738,22019.511111969263,19.47756753103821
"Modoc, California",264500.3881557059,1818.7867361650217,18.15658201175557
"Moffat, Colorado",417846.2009803921,13518.688725490196,10.173728553921569
"Mohave, Arizona",879175.9285948088,32842.18651528401,18.64871293803831
"Moniteau, Missouri",1186921.5291750503,16800.804828973844,12.403584004024143
"Monmouth, New Jersey",904825.7432463657,42268.7558461384,7.581900116484556
"Mono, California",782920.7568644187,4751.742779911794,9.87855313700384
"Monona, Iowa",887681.8950930625,16739.98871968415,14.89650310208686
"Monongalia, West Virginia",716023.7188449115,4326.278744636745,22.65358241334426
"Monroe, Alabama",898330.6507243044,12522.418946884341,33.76750057484479
"Monroe, Arkansas",907857.1428571428,12735.849056603773,28.633288409703503
"Monroe, Florida",866766.5645970422,7772.493322040524,12.74863118118444
"Monroe, Georgia",928285.1278223548,48035.081171860416,13.605527150587797
"Monroe, Illinois",1138765.2271851567,27988.381398381694,5.310106997836332
"Monroe, Indiana",723326.5944778309,11059.569636378741,28.75434240770999
"Monroe, Iowa",1095361.476238625,40786.14762386249,10.919223963599595
"Monroe, Kentucky",1131592.2968529826,26744.950681070924,23.540516674495063
"Monroe, Michigan",644300.5233292563,12737.687058461826,11.258150368602918
"Monroe, Mississippi",1270503.5171129091,53034.72627686491,19.319643006088917
"Monroe, Missouri",688842.7846934071,7491.931765790687,13.005359612724758
"Monroe, New York",572351.739060747,14439.546935940589,15.05864134209542
"Monroe, Ohio",657749.8419832854,39953.648430367306,19.721434089472574
"Monroe, Pennsylvania",572231.7191254349,26080.355755322584,11.203481644412037
"Monroe, Tennessee",1059013.523567771,17878.244124469344,20.43981137030067
"Monroe, West Virginia",592920.0266331286,12021.898350225641,17.258038026189244
"Monroe, Wisconsin",916722.9543297354,6010.639471999647,12.622495198993445
"Montague, Texas",791224.3635988869,21781.923116561888,15.511202720808
"Montcalm, Michigan",666023.8897007434,10956.858758497998,17.581738039265517
"Monterey, California",897478.8072987847,6703.4037602038925,14.25417967162856
"Montezuma, Colorado",552200.2328288708,9088.086922778424,16.800985642219636
"Montgomery, Alabama",1255658.6826347306,24598.00986262769,20.80311905600564
"Montgomery, Arkansas",700496.7435699304,25930.0143503698,17.983872392096256
"Montgomery, Georgia",1065230.9752287436,20754.295916090156,19.582425797812988
"Montgomery, Illinois",924142.1862681246,16487.84835292908,16.039872484831864
"Montgomery, Indiana",908934.9143334726,22842.666109486,10.354541893021311
"Montgomery, Iowa",833460.2988573103,25363.8050590878,16.550717843539406
"Montgomery, Kansas",787469.7427008935,4366.016196993694,17.613115978842302
"Montgomery, Kentucky",664852.9945553539,6228.675136116152,23.055956442831214
"Montgomery, Maryland",789998.826017756,25251.203331800098,6.992917519086834
"Montgomery, Mississippi",1519827.3353380542,49733.24279755553,25.60257056940537
"Montgomery, Missouri",495636.0819418144,7694.956102599414,16.014675503529006
"Montgomery, New York",385040.4040404041,12800.0,19.692343434343435
"Montgomery, North Carolina",1203366.7334669337,31535.798870468207,21.233379486245216
"Montgomery, Ohio",830524.8060572909,10676.764657782991,18.42960937015378
"Montgomery, Pennsylvania",689638.4044012474,33979.82354457253,6.353513168196981
"Montgomery, Tennessee",798192.2756610452,9148.448886112847,14.296155007287112
"Montgomery, Texas",774494.8961764766,8822.15001485462,10.367014707008952
"Montgomery, Virginia",717738.4023256766,4808.991524382754,21.710737829095525
"Montmorency, Michigan",322282.0236813778,10419.806243272336,15.103067814854684
"Montour, Pennsylvania",765615.7796962081,20604.305540378104,10.475505409244892
"Montrose, Colorado",658575.3397868387,14214.823506404615,17.83597340373521
"Moody, South Dakota",1004587.4384236452,21782.635467980293,15.922413793103448
"Moore, North Carolina",759481.2667876973,14086.271512140225,13.258864435030947
"Moore, Tennessee",1336623.2941923197,12646.778800380831,7.6999523960647425
"Moore, Texas",1791865.0072674418,36441.67877906977,16.93852198401163
"Mora, New Mexico",242671.00977198698,6036.9163952225845,20.3
"Morgan, Alabama",1212074.8256501926,12151.195481591514,16.856679842560656
"Morgan, Colorado",1227738.8614301463,57660.989225900514,9.332724104825232
"Morgan, Georgia",1019635.8185754732,7266.973852217842,13.368850274801533
"Morgan, Illinois",1075840.5435224436,28819.464607165668,15.746152952790196
"Morgan, Indiana",761648.4259272575,21693.29670803791,11.812422878345531
"Morgan, Kentucky",823078.0814697688,60.23642797982079,25.397018296815
"Morgan, Missouri",878807.7822560581,13250.733940389113,25.50458774941533
"Morgan, Ohio",472605.4288228525,14885.263656670953,21.53205171596832
"Morgan, Tennessee",835713.295438791,8341.420583206249,22.593710430241693
"Morgan, Utah",877337.933539132,5574.723079716724,2.4235336844016704
"Morgan, West Virginia",405425.4711593375,3952.0274129069103,11.066242147344374
"Morrill, Nebraska",1040709.76952886,20660.81990617989,9.4
"Morris, Kansas",771186.4406779661,13006.244424620874,9.7478501338091
"Morris, New Jersey",776081.8447339564,50485.01845255158,4.668184032378665
"Morris, Texas",592314.4453312051,13000.798084596969,15.82854748603352
"Morrison, Minnesota",976316.9099756691,12788.929440389295,11.506733576642336
"Morrow, Ohio",624591.383998855,2269.929869758122,9.656275941033348
"Morrow, Oregon",1248175.3788218417,12974.08768941092,14.69904958307182
"Morton, Kansas",790958.7171613784,34970.99965881951,8.0
"Morton, North Dakota",1970720.9155327855,37323.264246980936,7.877134967896469
"Motley, Texas",639856.3734290843,36804.308797127465,12.2
"Moultrie, Illinois",1006614.0982937939,16905.71681054993,12.090197811161715
"Mountrail, North Dakota",1530853.194472261,18836.370919287,11.145023032245144
"Mower, Minnesota",1316518.5598943788,8848.321738688874,13.061201949931448
"Muhlenberg, Kentucky",1072410.3617629122,18643.469328796586,20.59139729721054
"Multnomah, Oregon",428016.8023955589,7455.936199599471,16.474667801369506
"Murray, Georgia",1032451.0698712098,12108.305445695163,18.02365125240848
"Murray, Minnesota",1205027.4005241839,9125.565880390755,8.230319275673102
"Murray, Oklahoma",1018250.3442777415,8574.327752409943,14.138276436906573
"Muscatine, Iowa",1239114.2278032757,38895.23099503762,10.570735969060877
"Muscogee, Georgia",894536.0362854713,21097.72611718274,21.45281781250157
"Muskegon, Michigan",808363.2973764815,21304.2899245543,19.09580735002056
"Muskingum, Ohio",691443.3337600223,4583.803660991703,16.579324590087626
"Muskogee, Oklahoma",1194016.2082019835,12505.937729412271,21.591502929279844
"Musselshell, Montana",645677.7171632396,14876.2064624423,17.372429710449016
"Nacogdoches, Texas",755886.6245738484,28395.835562825825,26.241557230435248
"Nance, Nebraska",1084309.3303446344,19193.05127486691,11.7
"Nantucket, Massachusetts",792503.6656891496,3161.6568914956015,11.197525659824048
"Napa, California",554325.7331300308,3742.4204815432076,8.368055033509451
"Nash, North Carolina",971117.1314741035,18185.391766268258,15.933029482071712
"Nassau, Florida",941573.2772359279,14053.675017530439,11.409486836233825
"Nassau, New York",1383869.4152680459,55396.315226888735,5.862558388460159
"Natrona, Wyoming",884326.6726731915,11191.883786085433,9.880090838403907
"Navajo, Arizona",1883286.6860669865,63024.78174639951,29.10962076699227
"Navarro, Texas",1221975.9945272498,21345.799042268703,18.87062335454715
"Nelson, Kentucky",832345.8376725533,4994.349781746471,11.451027010259024
"Nelson, North Dakota",1643419.7239986537,41063.614944463145,8.4
